"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"15938747691","","","2010-06-11 00:00:00 +0000","<a href=""http://www.snaptu.com/a/twitter"" rel=""nofollow"">Snaptu</a>","RT @juniorbachchan: RT @SrBachchan: Do not walk as if you rule the world ; walk as if you do not care who rules the world ! Now, thats attit","","","",""
"15233068890","","","2010-06-02 00:00:00 +0000","<a href=""http://mobile.twitter.com"" rel=""nofollow"">mobile web</a>","RT @OMGFacts: At exactly 06 mins and 07 seconds after 5 o'clock on Aug 9th 2010, it will be 05:06:07 08/09/10. This won't happen again u ...","15176993798","77888423","2010-06-01 13:16:22 +0000",""
"14563312859","","","2010-05-23 00:00:00 +0000","web","RT @SrBachchan: T5 - When a true genius appears in the world, you may know him by this sign, that the dunces are all in confederacy agai ...","14508597779","145125358","2010-05-22 18:13:18 +0000",""
"14308779023","","","2010-05-19 00:00:00 +0000","web","RT @juniorbachchan: Nice one RT @Dhaval6: @juniorbachchan Great spirits have always encountered violent opposition from mediocre minds.","14297190631","87170183","2010-05-19 14:06:54 +0000",""
"14018377510","","","2010-05-15 00:00:00 +0000","web","RT @RagingIndian: Pietersen, Morgan, Lumb, Kieswetter: England's batting power is less through strong domestic industry and more through ...","13995002383","30214852","2010-05-14 20:09:55 +0000",""
"13906134621","","","2010-05-13 00:00:00 +0000","web","RT @MaheshNBhatt: A sign of celebrity is that his name is often worth more than his services.","13887126717","53556894","2010-05-13 02:09:22 +0000",""
"13906168002","","","2010-05-13 00:00:00 +0000","web","RT @funnyoneliners: Never let a fool kiss you. Or a kiss fool you.","13759030469","40885516","2010-05-11 00:58:40 +0000",""
"13661898196","","","2010-05-09 00:00:00 +0000","web","RT @BDUTT: http://tinyurl.com/2gykb6o best piece ive read yet on Shahzad, now dubbed the idiot bomber.","13626923353","19929890","2010-05-08 20:14:53 +0000",""
"13661996947","","141327338","2010-05-09 00:00:00 +0000","web","@KyemGhosh Welcome!!!!!","","","",""
"13554925315","","141116065","2010-05-07 00:00:00 +0000","web","@newfaceoflove Welcome to the Twitterverse!!!","","","",""
"10265344420","","","2010-03-10 00:00:00 +0000","web","RT @chetan_bhagat: Sonia G doesn't explain or retort - just does her thing. Right or wrong, gets what she believes in. Huge inspiration.","10253286700","44588485","2010-03-10 03:19:43 +0000",""
"9668693706","","","2010-02-26 00:00:00 +0000","web","Getting ready for the big B's.......","","","",""
"9668743613","","","2010-02-26 00:00:00 +0000","web","RT @iamsrk: alright all studing to be doctors, engineers, architects,businessmen..and all professions...hope u all get ur dreams fulfilled.","9651095894","101311381","2010-02-26 00:21:36 +0000",""
"7268639295","","","2010-01-01 00:00:00 +0000","web","RT @NDTVIndian: My NDTV Indian of the Year 2009: P Chidambaram. Vote at http://twitter.com/NDTVIndian #NDTVINDIAN","6263812918","93840660","2009-12-02 08:13:59 +0000",""
"7268696037","","","2010-01-01 00:00:00 +0000","web","RT @virsanghvi: I am on the side of Chetan Bhagat in the 3 Idiots controversy. Authors deserve prominent credit if their books are sources","7264465327","43568964","2010-01-01 08:19:16 +0000",""
"6398642204","","","2009-12-06 00:00:00 +0000","web","Pre boards freaking me out!!!!!","","","",""
